subregion,Time,Ag. Area (AC),Potential CUAW,Ag. Supply Requirement,Ag. Pumping,Ag. Diversion,Ag. Shortage,Ag. Re-use,Urban Area (AC),Urban Supply Requirement,Urban Pumping,Urban Diversion,Urban Shortage,Urban Re-use,Import,Export
14,04/30/1975 12:00 AM,512349.54,8839.23,10278.10,0.00,105231.73,-94953.63,4370.73,6853.09,1300.01,1300.01,0.00,0.00,0.00,105231.73,0.00
14,05/31/1975 12:00 AM,512349.54,117491.51,134629.49,23058.46,111571.77,-0.74,0.00,6853.09,1500.01,1500.01,0.00,0.00,0.00,111571.77,0.00
14,06/30/1975 12:00 AM,512349.54,223480.15,265250.77,101749.40,163504.13,-2.77,6693.72,6853.09,1600.01,1600.01,0.00,0.00,0.00,163504.13,0.00
14,07/31/1975 12:00 AM,512349.54,257905.75,311130.03,146918.92,164215.14,-4.02,3758.36,6853.09,1600.01,1600.01,0.00,0.00,0.00,164215.14,0.00
14,08/31/1975 12:00 AM,512349.54,204286.26,247501.66,106900.54,140603.97,-2.85,2955.42,6853.09,1500.01,1500.01,0.00,0.00,0.00,140603.97,0.00
14,09/30/1975 12:00 AM,512349.54,2579.91,2946.66,0.00,48676.34,-45729.68,0.00,6853.09,1200.01,1200.01,0.00,0.00,0.00,48676.34,0.00
14,10/31/1975 12:00 AM,525571.61,56659.42,65629.34,31559.11,34070.24,0.00,0.00,7117.08,900.01,900.01,0.00,0.00,0.00,34070.24,0.00
14,11/30/1975 12:00 AM,525571.61,3795.13,4758.94,0.00,35307.24,-30548.30,0.00,7117.08,700.00,700.00,0.00,0.00,0.00,35307.24,0.00
14,12/31/1975 12:00 AM,525571.61,0.00,0.00,0.00,82956.57,-82956.57,0.00,7117.08,600.00,600.00,0.00,0.00,0.00,82956.57,0.00
14,01/31/1976 12:00 AM,525571.61,80325.44,88852.54,0.00,136354.94,-47502.40,9528.13,7117.08,600.00,600.00,0.00,0.00,0.00,136354.94,0.00
14,02/29/1976 12:00 AM,525571.61,0.00,0.00,0.00,90740.63,-90740.63,16081.71,7117.08,600.00,600.00,0.00,0.00,0.00,90740.63,0.00
14,03/31/1976 12:00 AM,525571.61,61316.07,72686.35,0.00,107830.75,-35144.40,7196.61,7117.08,1100.01,1100.01,0.00,0.00,0.00,107830.75,0.00
14,04/30/1976 12:00 AM,525571.61,0.00,0.00,0.00,74131.51,-74131.51,4205.34,7117.08,1200.01,1200.01,0.00,0.00,0.00,74131.51,0.00
14,05/31/1976 12:00 AM,525571.61,118397.27,135977.40,28476.50,107501.74,-0.84,0.00,7117.08,1500.01,1500.01,0.00,0.00,0.00,107501.74,0.00
14,06/30/1976 12:00 AM,525571.61,221919.48,264500.43,105266.13,159237.10,-2.80,6310.03,7117.08,1600.01,1600.01,0.00,0.00,0.00,159237.10,0.00
14,07/31/1976 12:00 AM,525571.61,262829.84,318243.66,126388.87,191858.33,-3.54,3794.37,7117.08,1600.01,1600.01,0.00,0.00,0.00,191858.33,0.00
14,08/31/1976 12:00 AM,525571.61,204654.60,248814.69,113563.99,135253.94,-3.23,3105.62,7117.08,1500.01,1500.01,0.00,0.00,0.00,135253.94,0.00
14,09/30/1976 12:00 AM,525571.61,0.00,0.00,0.00,37631.26,-37631.26,275.18,7117.08,1100.01,1100.01,0.00,0.00,0.00,37631.26,0.00
14,10/31/1976 12:00 AM,538795.75,4790.87,5541.96,0.00,20399.14,-14857.18,0.00,7381.04,900.01,900.01,0.00,0.00,0.00,20399.14,0.00
14,11/30/1976 12:00 AM,538795.75,21327.51,26738.98,3406.82,23332.16,0.00,0.00,7381.04,600.00,600.00,0.00,0.00,0.00,23332.16,0.00
14,12/31/1976 12:00 AM,538795.75,0.00,0.00,0.00,91419.63,-91419.63,4592.97,7381.04,600.00,600.00,0.00,0.00,0.00,91419.63,0.00
14,01/31/1977 12:00 AM,538795.75,2846.78,3151.98,0.00,68355.47,-65203.49,7154.34,7381.04,600.00,600.00,0.00,0.00,0.00,68355.47,0.00
14,02/28/1977 12:00 AM,538795.75,32363.27,35892.94,12096.18,23797.16,-0.41,0.00,7381.04,600.00,600.00,0.00,0.00,0.00,23797.16,0.00
14,03/31/1977 12:00 AM,538795.75,92121.23,109724.28,90497.53,19229.13,-2.38,4258.34,7381.04,1100.01,1100.01,0.00,0.00,0.00,19229.13,0.00
14,04/30/1977 12:00 AM,538795.75,22546.48,26334.61,13150.89,13184.09,-0.38,0.00,7381.04,1400.01,1400.01,0.00,0.00,0.00,13184.09,0.00
14,05/31/1977 12:00 AM,538795.75,79517.96,91558.20,85898.89,5662.04,-2.73,0.00,7381.04,1400.01,1400.01,0.00,0.00,0.00,5662.04,0.00
14,06/30/1977 12:00 AM,538795.75,279570.30,334606.41,300240.78,34377.24,-11.61,5453.71,7381.04,1600.01,1600.01,0.00,0.00,0.00,34377.24,0.00
14,07/31/1977 12:00 AM,538795.75,267554.65,325112.46,279779.84,45340.31,-7.68,3823.23,7381.04,1600.01,1600.01,0.00,0.00,0.00,45340.31,0.00
14,08/31/1977 12:00 AM,538795.75,222843.94,271826.45,241930.97,29902.21,-6.74,3798.19,7381.04,1500.01,1500.01,0.00,0.00,0.00,29902.21,0.00
14,09/30/1977 12:00 AM,538795.75,971.53,1114.68,0.00,3977.03,-2862.35,0.00,7381.04,1300.01,1300.01,0.00,0.00,0.00,3977.03,0.00
14,10/31/1977 12:00 AM,552016.81,94736.79,109431.83,107954.82,1477.01,0.00,0.00,7645.07,1000.01,1000.01,0.00,0.00,0.00,1477.01,0.00
14,11/30/1977 12:00 AM,552016.81,5783.17,7248.90,2598.87,4650.03,0.00,0.00,7645.07,700.00,700.00,0.00,0.00,0.00,4650.03,0.00
14,12/31/1977 12:00 AM,552016.81,0.00,0.00,0.00,10602.07,-10602.07,0.00,7645.07,600.00,600.00,0.00,0.00,0.00,10602.07,0.00
14,01/31/1978 12:00 AM,552016.81,0.00,0.00,0.00,0.00,0.00,0.00,7645.07,600.00,600.00,0.00,0.00,0.00,0.00,0.00
14,02/28/1978 12:00 AM,552016.81,0.00,0.00,0.00,7325.05,-7325.05,1332.39,7645.07,600.00,600.00,0.00,0.00,0.00,7325.05,0.00
14,03/31/1978 12:00 AM,552016.81,0.00,0.00,0.00,27763.19,-27763.19,5095.34,7645.07,600.00,600.00,0.00,0.00,0.00,27763.19,0.00
14,04/30/1978 12:00 AM,552016.81,0.00,0.00,0.00,23556.16,-23556.16,0.00,7645.07,1000.01,1000.01,0.00,0.00,0.00,23556.16,0.00
14,05/31/1978 12:00 AM,552016.81,52928.04,61117.04,6160.74,54956.38,-0.08,0.00,7645.07,1500.01,1500.01,0.00,0.00,0.00,54956.38,0.00
14,06/30/1978 12:00 AM,552016.81,293869.12,353190.32,211126.36,142069.98,-6.03,6227.82,7645.07,1600.01,1600.01,0.00,0.00,0.00,142069.98,0.00
14,07/31/1978 12:00 AM,552016.81,272265.55,331960.38,163132.63,168832.17,-4.41,3848.55,7645.07,1700.01,1700.01,0.00,0.00,0.00,168832.17,0.00
14,08/31/1978 12:00 AM,552016.81,230111.39,281574.02,133205.62,148372.03,-3.63,4187.63,7645.07,1600.01,1600.01,0.00,0.00,0.00,148372.03,0.00
14,09/30/1978 12:00 AM,552016.81,0.00,0.00,0.00,29354.20,-29354.20,0.00,7645.07,1200.01,1200.01,0.00,0.00,0.00,29354.20,0.00
14,10/31/1978 12:00 AM,565241.88,57664.65,66505.13,39267.95,27237.19,0.00,0.00,7909.05,1000.01,1000.01,0.00,0.00,0.00,27237.19,0.00
14,11/30/1978 12:00 AM,565241.88,0.00,0.00,0.00,48037.33,-48037.33,0.00,7909.05,600.00,600.00,0.00,0.00,0.00,48037.33,0.00
14,12/31/1978 12:00 AM,565241.88,0.00,0.00,0.00,110949.77,-110949.77,6112.14,7909.05,600.00,600.00,0.00,0.00,0.00,110949.77,0.00
14,01/31/1979 12:00 AM,565241.88,0.00,0.00,0.00,49093.34,-49093.34,9028.39,7909.05,600.00,600.00,0.00,0.00,0.00,49093.34,0.00
14,02/28/1979 12:00 AM,565241.88,0.00,0.00,0.00,27161.19,-27161.19,4906.47,7909.05,600.00,600.00,0.00,0.00,0.00,27161.19,0.00
14,03/31/1979 12:00 AM,565241.88,7628.46,9176.42,0.00,64787.45,-55611.03,5902.95,7909.05,900.01,900.01,0.00,0.00,0.00,64787.45,0.00
14,04/30/1979 12:00 AM,565241.88,31421.86,36906.76,0.00,68780.48,-31873.71,0.00,7909.05,1400.01,1400.01,0.00,0.00,0.00,68780.48,0.00
14,05/31/1979 12:00 AM,565241.88,123281.90,142818.72,48503.34,94316.65,-1.27,0.00,7909.05,1600.01,1600.01,0.00,0.00,0.00,94316.65,0.00
14,06/30/1979 12:00 AM,565241.88,250226.93,301994.94,142217.38,159783.11,-5.55,5034.32,7909.05,1700.01,1700.01,0.00,0.00,0.00,159783.11,0.00
14,07/31/1979 12:00 AM,565241.88,275026.31,336418.89,159211.10,177212.23,-4.43,3812.96,7909.05,1700.01,1700.01,0.00,0.00,0.00,177212.23,0.00
14,08/31/1979 12:00 AM,565241.88,237432.85,291401.14,143559.09,147846.02,-3.97,4596.60,7909.05,1600.01,1600.01,0.00,0.00,0.00,147846.02,0.00
14,09/30/1979 12:00 AM,565241.88,0.00,0.00,0.00,32603.23,-32603.23,0.00,7909.05,1300.01,1300.01,0.00,0.00,0.00,32603.23,0.00
14,10/31/1979 12:00 AM,578467.00,81028.75,93291.24,64052.03,29239.20,0.00,0.00,8173.04,900.01,900.01,0.00,0.00,0.00,29239.20,0.00
14,11/30/1979 12:00 AM,578467.00,6248.85,7826.85,0.00,57107.40,-49280.55,0.00,8173.04,700.00,700.00,0.00,0.00,0.00,57107.40,0.00
14,12/31/1979 12:00 AM,578467.00,0.00,0.00,0.00,164764.14,-164764.14,9293.07,8173.04,600.00,600.00,0.00,0.00,0.00,164764.14,0.00
14,01/31/1980 12:00 AM,578467.00,0.00,0.00,0.00,53371.37,-53371.37,9876.83,8173.04,600.00,600.00,0.00,0.00,0.00,53371.37,0.00
14,02/29/1980 12:00 AM,578467.00,0.00,0.00,0.00,27976.19,-27976.19,5165.31,8173.04,600.00,600.00,0.00,0.00,0.00,27976.19,0.00
14,03/31/1980 12:00 AM,578467.00,6135.83,7418.94,0.00,40186.28,-32767.34,1758.94,8173.04,800.01,800.01,0.00,0.00,0.00,40186.28,0.00
14,04/30/1980 12:00 AM,578467.00,2436.18,2871.00,0.00,96051.66,-93180.67,0.00,8173.04,1400.01,1400.01,0.00,0.00,0.00,96051.66,0.00
14,05/31/1980 12:00 AM,578467.00,123078.82,143112.33,62566.43,80547.56,-1.66,0.00,8173.04,1500.01,1500.01,0.00,0.00,0.00,80547.56,0.00
14,06/30/1980 12:00 AM,578467.00,216367.82,262221.28,117211.91,145013.00,-3.64,5436.80,8173.04,1700.01,1700.01,0.00,0.00,0.00,145013.00,0.00
14,07/31/1980 12:00 AM,578467.00,280562.06,344263.63,166957.16,177311.23,-4.75,3858.90,8173.04,1700.01,1700.01,0.00,0.00,0.00,177311.23,0.00
14,08/31/1980 12:00 AM,578467.00,244864.83,301376.94,136892.45,164488.14,-3.65,5026.22,8173.04,1600.01,1600.01,0.00,0.00,0.00,164488.14,0.00
14,09/30/1980 12:00 AM,578467.00,0.00,0.00,0.00,33183.23,-33183.23,0.00,8173.04,1300.01,1300.01,0.00,0.00,0.00,33183.23,0.00
14,10/31/1980 12:00 AM,572380.97,88120.36,101622.14,71432.89,30191.21,-1.97,0.00,8662.07,1100.01,1100.01,0.00,0.00,0.00,30191.21,0.00
14,11/30/1980 12:00 AM,572380.97,10092.48,12641.59,0.00,63316.44,-50674.85,0.00,8662.07,800.01,800.01,0.00,0.00,0.00,63316.44,0.00
14,12/31/1980 12:00 AM,572380.97,0.00,0.00,0.00,165530.15,-165530.15,5481.68,8662.07,700.00,700.00,0.00,0.00,0.00,165530.15,0.00
14,01/31/1981 12:00 AM,572380.97,7391.02,8231.01,0.00,90899.63,-82668.62,15697.47,8662.07,700.00,700.00,0.00,0.00,0.00,90899.63,0.00
14,02/28/1981 12:00 AM,572380.97,963.95,1074.95,0.00,46915.32,-45840.37,1852.78,8662.07,700.00,700.00,0.00,0.00,0.00,46915.32,0.00
14,03/31/1981 12:00 AM,572380.97,43531.72,52664.52,21165.75,31499.22,-0.45,9529.84,8662.07,1100.01,1100.01,0.00,0.00,0.00,31499.22,0.00
14,04/30/1981 12:00 AM,572380.97,0.00,0.00,0.00,67615.47,-67615.47,107.20,8662.07,1500.01,1500.01,0.00,0.00,0.00,67615.47,0.00
14,05/31/1981 12:00 AM,572380.97,117764.66,137212.25,46014.82,91198.63,-1.20,0.00,8662.07,1700.01,1700.01,0.00,0.00,0.00,91198.63,0.00
14,06/30/1981 12:00 AM,572380.97,215274.68,260834.41,68634.37,192202.33,-2.29,5539.02,8662.07,1800.01,1612.01,188.00,0.00,0.00,192390.33,0.00
14,07/31/1981 12:00 AM,572380.97,279177.24,342542.56,115162.20,227383.57,-3.21,3913.70,8662.07,1800.01,1612.01,188.00,0.00,0.00,227571.57,0.00
14,08/31/1981 12:00 AM,572380.97,240819.41,296452.00,130178.40,166277.15,-3.56,4976.20,8662.07,1700.01,1512.01,188.00,0.00,0.00,166465.15,0.00
14,09/30/1981 12:00 AM,572380.97,0.00,0.00,0.00,40913.28,-40913.28,0.00,8662.07,1400.01,1400.01,0.00,0.00,0.00,40913.28,0.00
14,10/31/1981 12:00 AM,566294.92,67320.31,77764.21,48482.24,29283.20,-1.23,0.00,9151.05,1000.01,906.01,94.00,0.00,0.00,29377.20,0.00
14,11/30/1981 12:00 AM,566294.92,0.00,0.00,0.00,72228.50,-72228.50,0.00,9151.05,700.00,606.00,94.00,0.00,0.00,72322.50,0.00
14,12/31/1981 12:00 AM,566294.92,0.00,0.00,0.00,157543.09,-157543.09,14777.23,9151.05,700.00,512.00,188.00,0.00,0.00,157731.09,0.00
14,01/31/1982 12:00 AM,566294.92,4484.91,4997.21,0.00,72042.50,-67045.29,10100.77,9151.05,700.00,512.00,188.00,0.00,0.00,72230.50,0.00
14,02/28/1982 12:00 AM,566294.92,0.00,0.00,0.00,61926.43,-61926.43,2198.72,9151.05,700.00,230.00,470.00,0.00,0.00,62396.43,0.00
14,03/31/1982 12:00 AM,566294.92,64686.29,78303.29,41455.19,36849.25,-1.15,14143.60,9151.05,900.01,618.00,282.00,0.00,0.00,37131.26,0.00
14,04/30/1982 12:00 AM,566294.92,0.00,0.00,0.00,46242.32,-46242.32,1796.37,9151.05,1400.01,1400.01,0.00,0.00,0.00,46242.32,0.00
14,05/31/1982 12:00 AM,566294.92,102700.44,119882.97,16212.71,103670.72,-0.46,0.00,9151.05,1700.01,1700.01,0.00,0.00,0.00,103670.72,0.00
14,06/30/1982 12:00 AM,566294.92,207578.54,251450.31,79333.75,172119.19,-2.63,4213.74,9151.05,1800.01,1800.01,0.00,0.00,0.00,172119.19,0.00
14,07/31/1982 12:00 AM,566294.92,276577.52,339330.87,156110.98,183224.27,-4.37,3931.63,9151.05,1800.01,1706.01,94.00,0.00,0.00,183318.27,0.00
14,08/31/1982 12:00 AM,566294.92,236778.14,291532.15,117808.12,173727.20,-3.17,4926.78,9151.05,1700.01,1512.01,188.00,0.00,0.00,173915.20,0.00
14,09/30/1982 12:00 AM,566294.92,0.00,0.00,0.00,33489.23,-33489.23,0.00,9151.05,1300.01,1206.01,94.00,0.00,0.00,33583.23,0.00
14,10/31/1982 12:00 AM,560207.87,30637.42,35450.11,4498.93,30951.21,-0.04,0.00,9640.08,1000.01,1000.01,0.00,0.00,0.00,30951.21,0.00
14,11/30/1982 12:00 AM,560207.87,0.00,0.00,0.00,63847.44,-63847.44,0.00,9640.08,700.00,700.00,0.00,0.00,0.00,63847.44,0.00
14,12/31/1982 12:00 AM,560207.87,0.00,0.00,0.00,117273.81,-117273.81,16452.18,9640.08,700.00,700.00,0.00,0.00,0.00,117273.81,0.00
14,01/31/1983 12:00 AM,560207.87,0.00,0.00,0.00,51790.36,-51790.36,9578.37,9640.08,700.00,700.00,0.00,0.00,0.00,51790.36,0.00
14,02/28/1983 12:00 AM,560207.87,0.00,0.00,0.00,12768.09,-12768.09,2353.10,9640.08,700.00,700.00,0.00,0.00,0.00,12768.09,0.00
14,03/31/1983 12:00 AM,560207.87,0.00,0.00,0.00,4223.03,-4223.03,848.63,9640.08,700.00,700.00,0.00,0.00,0.00,4223.03,0.00
14,04/30/1983 12:00 AM,560207.87,0.00,0.00,0.00,63824.44,-63824.44,122.29,9640.08,1200.01,1200.01,0.00,0.00,0.00,63824.44,0.00
14,05/31/1983 12:00 AM,560207.87,95135.38,111241.23,14376.00,96865.67,-0.44,0.00,9640.08,1800.01,1706.01,94.00,0.00,0.00,96959.67,0.00
14,06/30/1983 12:00 AM,560207.87,240031.90,290694.42,124898.36,165800.15,-4.10,5253.62,9640.08,1900.01,1712.01,188.00,0.00,0.00,165988.15,0.00
14,07/31/1983 12:00 AM,560207.87,274223.64,336420.53,152243.65,184181.27,-4.40,3957.27,9640.08,1900.01,1712.01,188.00,0.00,0.00,184369.28,0.00
14,08/31/1983 12:00 AM,560207.87,219257.50,270012.37,106365.04,163650.13,-2.79,4453.55,9640.08,1700.01,1324.01,376.00,0.00,0.00,164026.14,0.00
14,09/30/1983 12:00 AM,560207.87,0.00,0.00,0.00,55929.39,-55929.39,0.00,9640.08,1400.01,1118.01,282.00,0.00,0.00,56211.39,0.00
14,10/31/1983 12:00 AM,554120.85,28376.66,32890.40,0.00,37833.26,-4942.86,0.00,10129.07,1100.01,1006.01,94.00,0.00,0.00,37927.26,0.00
14,11/30/1983 12:00 AM,554120.85,0.00,0.00,0.00,84214.58,-84214.58,0.00,10129.07,700.00,230.00,470.00,0.00,0.00,84684.59,0.00
14,12/31/1983 12:00 AM,554120.85,0.00,0.00,0.00,154753.07,-154753.07,27102.66,10129.07,700.00,230.00,470.00,0.00,0.00,155223.07,0.00
14,01/31/1984 12:00 AM,554120.85,0.00,0.00,0.00,58174.40,-58174.40,3459.82,10129.07,700.00,606.00,94.00,0.00,0.00,58268.40,0.00
14,02/29/1984 12:00 AM,554120.85,992.32,1108.32,0.00,68239.47,-67131.15,2456.81,10129.07,700.00,418.00,282.00,0.00,0.00,68521.47,0.00
14,03/31/1984 12:00 AM,554120.85,145094.76,175859.98,89334.82,86527.60,-2.44,14236.64,10129.07,1400.01,1118.01,282.00,0.00,0.00,86809.60,0.00
14,04/30/1984 12:00 AM,554120.85,4201.04,4987.38,0.00,105143.73,-100156.35,255.64,10129.07,1600.01,1506.01,94.00,0.00,0.00,105237.73,0.00
14,05/31/1984 12:00 AM,554120.85,169463.96,198463.87,41334.99,157130.09,-1.20,4794.89,10129.07,1800.01,1424.01,376.00,0.00,0.00,157506.09,0.00
14,06/30/1984 12:00 AM,554120.85,211436.62,256004.37,75413.12,180593.25,-2.00,7258.80,10129.07,1900.01,1712.01,188.00,0.00,0.00,180781.25,0.00
14,07/31/1984 12:00 AM,554120.85,271750.26,333363.82,104583.02,228783.58,-2.78,3979.32,10129.07,1900.01,1712.01,188.00,0.00,0.00,228971.58,0.00
14,08/31/1984 12:00 AM,554120.85,228629.72,281610.83,110599.77,171014.18,-3.12,4827.34,10129.07,1800.01,1424.01,376.00,0.00,0.00,171390.19,0.00
14,09/30/1984 12:00 AM,554120.85,0.00,0.00,0.00,41438.29,-41438.29,0.00,10129.07,1500.01,1500.01,0.00,0.00,0.00,41438.29,0.00
14,10/31/1984 12:00 AM,548035.80,64361.27,74728.62,44325.61,30404.21,-1.20,0.00,10618.07,1100.01,1100.01,0.00,0.00,0.00,30404.21,0.00
14,11/30/1984 12:00 AM,548035.80,0.00,0.00,0.00,59126.41,-59126.41,0.00,10618.07,800.01,800.01,0.00,0.00,0.00,59126.41,0.00
14,12/31/1984 12:00 AM,548035.80,0.00,0.00,0.00,154753.07,-154753.07,21891.86,10618.07,700.00,512.00,188.00,0.00,0.00,154941.07,0.00
14,01/31/1985 12:00 AM,548035.80,0.00,0.00,0.00,41467.29,-41467.29,4065.31,10618.07,700.00,700.00,0.00,0.00,0.00,41467.29,0.00
14,02/28/1985 12:00 AM,548035.80,637.69,712.68,0.00,87184.60,-86471.93,4351.26,10618.07,700.00,700.00,0.00,0.00,0.00,87184.60,0.00
14,03/31/1985 12:00 AM,548035.80,91940.81,111510.97,29738.21,81773.57,-0.80,9924.17,10618.07,1300.01,1300.01,0.00,0.00,0.00,81773.57,0.00
14,04/30/1985 12:00 AM,548035.80,5119.01,6086.24,0.00,78748.54,-72662.30,0.00,10618.07,1700.01,1700.01,0.00,0.00,0.00,78748.54,0.00
14,05/31/1985 12:00 AM,548035.80,175428.68,205746.65,81228.16,124520.86,-2.38,2500.09,10618.07,1800.01,1800.01,0.00,0.00,0.00,124520.86,0.00
14,06/30/1985 12:00 AM,548035.80,211066.63,255497.67,59630.91,195868.36,-1.59,7159.26,10618.07,1900.01,1806.01,94.00,0.00,0.00,195962.36,0.00
14,07/31/1985 12:00 AM,548035.80,269279.83,330310.68,101462.90,228850.58,-2.81,4001.97,10618.07,1900.01,1524.01,376.00,0.00,0.00,229226.59,0.00
14,08/31/1985 12:00 AM,548035.80,224672.40,276794.06,128884.59,147913.02,-3.55,4782.07,10618.07,1800.01,1330.01,470.00,0.00,0.00,148383.03,0.00
14,09/30/1985 12:00 AM,548035.80,0.00,0.00,0.00,32412.22,-32412.22,0.00,10618.07,1500.01,1406.01,94.00,0.00,0.00,32506.22,0.00
14,10/31/1985 12:00 AM,541949.77,56862.29,66138.27,45428.31,20711.14,-1.19,0.00,11107.07,1100.01,1100.01,0.00,0.00,0.00,20711.14,0.00
14,11/30/1985 12:00 AM,541949.77,0.00,0.00,0.00,14858.10,-14858.10,0.00,11107.07,700.00,700.00,0.00,0.00,0.00,14858.10,0.00
14,12/31/1985 12:00 AM,541949.77,0.00,0.00,0.00,21111.15,-21111.15,0.00,11107.07,700.00,700.00,0.00,0.00,0.00,21111.15,0.00
14,01/31/1986 12:00 AM,541949.77,0.00,0.00,0.00,83957.58,-83957.58,9376.92,11107.07,700.00,700.00,0.00,0.00,0.00,83957.58,0.00
14,02/28/1986 12:00 AM,541949.77,0.00,0.00,0.00,94991.66,-94991.66,17182.41,11107.07,700.00,700.00,0.00,0.00,0.00,94991.66,0.00
